,document,label
308,최고의 영화지만 최악의 영화가 될 수도 있는 영화 인간의 추악함을 여실히 드러내는 영화임에도 불구하고 그것을 연기로 승화시키는 배우들의 연기력또한 최고가 될 수 있는영화 영화를 보고나서 밀려오는 불쾌함과 동시에 온몸에 소름이 돋지 않을 수 없었다.,1
309,쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기,0
310,재미는 있는데. 재미의 종류가 마치 중드나 대드 보는 느낌이네요.. 더빙으로.. 뭔가 전체적으로 부자연스러운... 어떤느낌인진 다들 아실꺼라생각합니다..,0
311,애니 팬들이 평점다 깎는다고? 당신들이 애니 3편만 봐봐 1시간만투자해서!이건 그냥 망작이야,0
312,이영화를 제대로 느낄려면 무삭제판을 봐야함.....,1
313,재밌겠다,1
314,ㅋㅋㅋㅋㅋㅋㅋ 나 이거 극장에서 봤는데 데스워터 ㅋ 물먹으면 죽는거야 그냥 ㅋㅋㅋ,0
315,너무햇음;;,0
316,볼만한영화라는건 이럴떄 쓰는말이다.쉽게감동받는것들아...,1
317,잼있네요.. 근데 유령이 뭣때문에 왜 나타난거지요? 3번 봐도모르겠음..,1
318,열라재밌어,1
319,ㄴㄴ 재밌어요 ㅋㅋㅎ추천,1
320,12세나 전체관람 했어도 될 영화 ...ㅣ,0
321,최악의영화 ..,0
322,정말 좋은영화예요.. 여고괴담시리즈중에 가장 작품성이있다고생각합니다..오에스티도 너무좋고 다시봐도볼때마다 좋은영화 ㅠㅠ 굿굿!!,1
323,결말이 좀 아쉬운 영화입니다,1
324,장쯔이 그때나 지금이나 이뻤다,1
325,쓰레기다!,0
326,가발 오랜만에 보네요 ㅜㅜ,1
327,이 영화 자체가 나에게는 정말 와 닿은 영화이다. 지금 엘리자베스 여왕의 아버지가 가지고 있었던 장애를 극복해과는 과정과 그걸 치료하는 치료사의 말 하나하나가 감명깊은 대사였다. 명작이다.,1
328,d,0
329,"밑의 분 말씀에 공감합니다. 선교자를 미화, 신격화 시키는 것 같아 씁쓸합니다. 왼손이 한 일을 오른손이 모르게 하라 라는 말이 있지요.",0
330,아....욕을 쓰고싶지만 참는다;;;진짜 내용도 알수없고 영상이고 연출이고 죄다 0점짜리 영화,0
331,여자친구랑 같이보러갔다가 맞아죽는줄알았다. 이뭐병.. -_ - 완벽한 페미 영화다.,0
332,나에겐 언제나 10점! 10자,1
333,1편과달라진게없어서 많이 아쉽드라..,0
334,다세포보단 낫네?,0
335,"1995년, 홍콩 영화 시대의 마지막 자존심 - .",1
336,영화의 작품성을 떠나서 사람들이 관심을 가져주질 않네,0
337,"별로 안끌려서 미루다가 봤는데 인생영화됬어요.. 노래,대사,풍경,할머니,아만다 그리고 처음엔 별로였던 츤데레 남주까지 다 완벽하네요 그냥 너무 예쁜영화. 여자분들이면 무조건 보시길 특히 마지막에 남주가 only lips ..하는 장면 아 또볼거야 .",1
338,결말이 너무 이상해,0
339,방금 구매해서 봤습니다. 이런 영화 만드는 게 정말 쉬운 일이 아니죠. 용기 내주신 감독님께 정말 감사드려요. 앞으로의 행보가 더 기대됩니다. 포맷 좋았어요.ㅎㅎ,1
340,몰입도 장난 아님! 영화가 끝나기 전에 화장실도 못감!,1
341,캐스팅은 좋은데 내용이 영~,0
342,12년의 역사라고 봐도 무방할듯...,1
343,현재2013년...퍼시픽림.슈퍼맨.배트맨.어밴져스등...컴퓨터그래픽의 절정을 보여주는 이시점에 컴퓨터그래픽은 제로....이럴수가....탈을쓰고 나오다니....무슨장난하는줄 알았다.1980년대나 나올법한 영화같지도 않은영화.돈주고보긴아까우니무료로보세요.,0
344,난 이거 진짜 죨 라 재밌던데.....강추임니다 꼭보세요.ㅋㅋㅋㅋㅋㅋ,1
345,성룡.. 전설의 시작~~,1
346,영화에 비해 평점이 너무 낮네요,1
347,답도없는....뭘전해주고싶은건지도모르겠고웃음포인트도못잡고그냥재미없음몇몇빼고는다개념도없는것같고군대와서까딱하면웃지를않나그냥초무식자에엠비씨는헨리캐릭터로지나넣은것같은데1도안웃김^^;;;어휴진짜진정성도없고재미도없고뭣도없는예능^^,0
348,"이야기는 풀어놨는데 제대로 끝맺음을 하질 못하네.. 연출력이 너무 부족하고, 액션도 너무 부족하다..",0
349,네이버 평점을 믿고 본 내 잘못이지.,0
350,쓰레기배우의 쓰레기나라의 쓰레기영화,0
351,충남 사는데 맨날 지역방송? 나오고 아예 안 나와서 보고싶어도 못봐요. 빨리 고쳐주시길,0
352,가족영화같이 낚아 놓고서는 실상은 어이없는 성인물?,0
353,"너무너무좋았던. 극장관람기. 4살딸이랑 봤어요.제가감동받아서 울었습니다.아이들좋아하네요..단,너무큰아이는 시시할수도..ㅋㅋ",1
354,잼씀 올리브너무 귀여웡,1
355,재밌다.ㅓ정말 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
356,처음으로 평점써봅니다 너무 슬펐고 보는내내 계속 울었네요..마지막에 여자가 공연에서 남자를 위한 노래를 부를때 눈물이 막 흘러내렸어요..평생 기억에 남을 영화입니다.,1
357,다신 보기싫은 영화..,0
358,노래가 별로다.뮤지컬에서 노래가 거지 같다니!,0
359,이념과는 상관없는 이산가족과 이념에 경도된 양국 정보원들의 입장차이를 잘 대비해서 보여준 영화,1
360,이런 거 하기엔 너무 늙은 포스터. 경찰(-1),0
361,이 영화를 극장에서 봤더라면...? 끔찍하다...,0
362,고증을 전혀 살리지못함..선수들 머리스타일이 지금과 같고 김응룡감독은 케스팅 전혀 안맞음 80년대에 투구하는 공이 클로즈업이 되는 당시 중계기술..사우나도 무슨 강남 최신식이고..하 너무하네,0
363,아름다운 풍광이 아깝다,0
364,버스안에서 시간때우려 봤다가 마음이 먹먹해지고 생각이 많아지는 작품이었어요.두구두고 종종 꺼내보고싶은 그런,1
365,2006년작인데 퀄리티 대단하다 일본애니보다보면 신세계 추천,1
366,"눈처럼 시립고 차가운 블랙코미디 영화,,,",1
367,또 성우 연예인이야? 이제 막 유행어하고 그러겠네?안봐도 뻔하다.,0
368,나 익산살아서 10점준다,1
369,제 3의 길... 식상하다.,0
370,와 진짜 재밋다 ㅋㅋㅋㅋ,1
371,1등? 선평점 후감상~~,1
372,"후회안합니다 보세요,,악담, 악평점에 속지마세요..",1
373,가볍게 보기 좋고 내용도 아주 좋아요 ㅎㅎ 대사 하나하나가 다 의미가 있네요 잘 봤습니다 ㅎ,1
374,평점에 속았다ㅠㅠㅠ 우뢰뫼보다 더 최악이다,0
375,"캐서린 헵번의 매력은 느꼈으나, 영화는 옛날코메디라는 걸 감안해도 잼없다",0
376,오랜만에 사이버포뮬러 보고싶네요~ㅎㅎ 한국 쓰레기영화 같은거 좀 내리고 이런걸 스크린으로 봐야지~!!,1
377,이번주에 김힘찬 나온다면서요... 그래놓고 예고도 없냐..,0
378,원작 안보고 이거보니까 쩐다,1
379,"대만 영화라길래 편견을 갖고 시사회 감, 진심 잘찍었어요! 끝까지 빵빵 터져요 ㅋㅋ",1
380,죽기 아니면 까무러치기 짝퉁좀 만들지 마라,0
381,1점도 아깝다 최악이다최악,0
382,우시는 장면이 그리 안타까울수가 없었다,1
383,나까야마 미호 땜시 본다. 미호가 늙긴 늙었다. 오로지 미호...,1
384,"초반엔 둘의 사랑에 가슴이 뛰었지만.. 갈수록 찝찝해지는,,",1
385,시종일관 불안하고 현실뿐인.. 구지 왜 영화로 만들었는지ㅉㅉ,0
386,걍 그랫쪄요 ㄱ-,0
387,처음부터 끝까지 정말 몰입하면서 봤다. 아픈 가정의 아픈 얘기지만 생각하면서 보면 몰입도 하나만큼은 끝내준다. 8.5점 정도 주고싶지만 평점이 터무니없이 낮아서 10점 줌.,1
388,쯔요시를 주기지마러줘~~료코니까 10박어~!!ㅋㅋㅋ,1
389,최고의 영화,1
390,연기도 좋고 영상도 예뻤다. 특히 마지막 드럼치면서 발표하는 장면이 깊이 박혔다.,1
391,나 정말 짜증나,0
392,추천해 준거라 봤는데 여자는 변덕심하고 이해 할 수 없는 성격...남자인생 자기 맘대로 좌지우지 하고 이상하고 뭐지싶었다 그리고 지루하고 재미도없고ㄷㄷ 엔딩도 그렇고;;;; 하튼 별루였음,0
393,영화보면서 화나기는 오랜만이네..대체 전편과 다른게 뭔가? 무서우면 가질 말던가 꼭 들여다보다 죽음을 자초하는 등장인물과 무슨 말을 해도 믿지 않는 부모를 보면서 그냥 전편을 떠올리며 화가 나네요.,0
394,완전굿굿굿ㅎㅎㅎㅎ 볼만합니다,1
395,로건레먼덕에영화가살았다♥♥ 몇가지아쉬운점은있지만 짱잼있음,1
396,도민준 목소리 눈빛 연기 너무좋앗음,1
397,이건 엄청난 명작. 평점을 높여주소서.,1
398,흔한 줄거리 뻔한 반전에 어이없어 하고 있는데 영화가 끝난다. 헤헤 ^^,0
399,한효주때문에 10점 (2),1
400,흥미로운소재지만 급하게 만든느낌. 어설프다 아주 많이..,0
401,안보는게 약이되네요 끝,0
402,케이오빠♥완전멋지심♥박규리님 넘넘 부러움♥,1
403,본 듯한 장면들의 다운그레이드 버전,0
404,별한개도 아깝네..지겨워~빨리 접어주시길...너무 지겨워;;,0
405,"대단하다. 배우들의 연기도 그렇고 영화 자체도 그렇다. 많은 생각을 하게 만드는 영화고 효민이가 했던 말, 정구가 했던 말들에 의미가 있을거라 생각하게 된다. 왜 이런말을 했을까? 하면서 생각하는 재미가 있는 영화지만 현실과 닮아서 한편으론 무섭다.",1
406,앤 해서웨이 너무 이뻐요. 그녀의 사랑스러움이 극에 달한 영화 . 10대 소녀들이 좋아할 영화..다시 보고 싶다.,1
407,잼없다,0
408,인내력의 한계를 시험하게하는 영화배우들이 미워지고 감독에게 하이킥을 날리며투자자가 불쌍하다. 관세음보살 -()-,0
409,굿바이 피터.. 네버랜드에서 행복한 꿈을 꾸시기를..,1
410,배우들 연기가 너무 가슴에 와닿았음..,1
411,정말 감명깊고 재밌는 영화.,1
412,난 아직 이 영화 끝나고 벙쩌하는 관객들의 표정을 잊지못한다. 끝나니까 모두 동시에 모야 끝난거야? 했음ㅋ,0
413,지루하고 긴장감 없는 전개와 불실한 인물설정. . 오직 감독의 후광에 의해 기대 이상의 평가를 받은 영화. . 감독의 후광을 떠나 냉정하게 평가 하면 비급 영화 보다도 못하다. .,0
414,최근 유덕화영화...재미나게 봤슴니다 추천하고싶네여,1
415,추천!!!! 정말 마음이 따뜻해지는 영화입니다.,1
416,"다른건 모르겠고~~ 난 이전에 노란복수초는 참잘봤는데, 이번꺼는 정말 주연인 서우의 발연기땜에 오그라드러 못봐주겠다. 경력이 쌓이면 연기가 늘어야 하는데 서우는 거꾸로 가는듯. 그 어색한 표정연기며 대사~~ 진째 실망이다",0
417,1점먹고 떨어져라..,0
418,정말 공감가는 영화. 잔잔한 분위기와 함께 나도 저런 친구가 있었으면 좋겠다 하는 생각이 든다.,1
419,재밌던데,1
420,노동자 투쟁과 가수 이야기가 따로 논다... 차라리 가수얘기없는 게 더 나음,0
421,글쎄... 뭔가 대단한게 있는 줄 알았더만 뭐...,0
422,케이트블랑쉐의 압도적인 카리스마!! 너무 잼있었다!!,1
423,솔져 블루보단 좀 약하다...,0
424,전체적인 분위기만 음산하고 짜증만 유발하는 공포영화,0
425,OST가 아깝다..,0
426,이거 왜보나요 ....,0
427,최고다...,1
428,더 이상의 자세한 설명은 생략한다.,1
429,흠... 쿠주리!!꾸주릐!!,0
430,아랫분! 그럴꺼면 평점을 10으로 주던가,1
431,여운이 남는영화,1
432,재밌게봤다. 하지만 청소년폭력이 날로 느는 지금시대엔 절대 방영금지시켜야한다.,0
433,정말유치.. 그냥 한놈한놈 요괴물리치고 결국 승리한다 이런거.,0
434,이상하게 그닥재밋지는 않았는대 기억이 생생하게 남는영화;,1
435,삶을 바라보는 눈과 태도에 대한 깨알같은 명언과 조언들...완벽한 레시피로 이루어낸 귀염성과 멋진 액션의 조화 ㅎㅎ 눈이 즐겁다 ㅎㅎ,1
436,쓰레기,0
437,와 이게 재미없었다고? 차라리 디워를 명작이라고 하지 그러냐?진심 이건 아니다 네이버평점 다 버려라 ㅁㅊ,1
438,여주인공 쓸데없는 비명때문에 참신한 소재 다 말아먹네요. 꺅꺅대는거 제외하면 괜찮은 구성,0
439,프랑스판 사랑과 전쟁. 하지만 이 영화만의 특별함.,1
440,이 영화의 히든카드는 없었다!!!,0
441,나는 야한여자에게 당했다,0
442,최소한 만 같아라!,0
443,국적불명의 영화. 주가령은 이쁘네 ^^;,0
444,너무 보고 싶은 영화~~,1
445,10년전에 이 영화를 안 봤으면 지금 난 어떻게 지낼까 과연 지금도행복할까,1
446,제 스타일은 아니었음 거북함,0
447,단순 스와핑이다. 오히려 쓸데없는 의미를 부여하려고 노력을 한다.,0
448,아직도 기억에 남는 영화...ㅋ1999년에서야 티비로 본...ㅋ,1
449,최교스님에서 출발하고 최교수님으로 끝나는 섹시한드라마,1
450,더럽게 재미없어 쓰레기 드라마,0
451,재미없어 2점부터 점수준것들 M창,0
452,인디 성님은 또한 로맨티스트 였지라,0
453,샤이아만 주구장창. 톰하디는 곰처럼 나오고. 뜻밖의 데인드한만 반가움 ㅋ 시대도 스토리도 인물설정도 어쩜 진부한지 결말은 그게뭐니 실소가ㅋㅋㅋ그리고 이영화도 잔인합니다ㅋ 다만 기분만나쁘고 임팩트는없음,0
454,별거 없는 영화 같지만 스크린에 집중시키는 영화죠.시리즈 전부 봐야 한다는....,1
455,별 거지 OOO기같은 영화 우연히 IP TV서 무료로관람이허락되서봤더니 중국film아니랠까 이건필름이라칭하기도아까운 진짜더럽고드런 저질이다 뒷결말이 쓰레기같을거같아도 그냥 어떤꼴인지보았드니OOO기Film이 이보단낫고 멘탈에홀딩오지않으려면 절대보지마시길,0
456,소재만 좋았다. 이런 영화는 캐릭터가 곧 스토리 인데 민폐캐릭터들 때문에 보는 내내 짜증만 나옴.,0
457,과장님의 목소리연기는 어쩔겨...점수 조절을 위해 2점 순수하게 6.5~7정도 인듯,0
458,정말재밌게봤다! 굿~,1
459,서극의 날샌 스타일은 여전하다,1
460,지루함의 극치.. 평점에 낚이지 말자.. 딱 4점임..,0
461,"일본은 전쟁이 난게 아니라, 전쟁을 냈다. 전쟁의 피해자가 아니라, 전쟁의 가해자다. 역겨운 이중성의 나라",0
462,어설픈영화보단 이런애니메이션이 백배는 난듯..,1
463,오버가 심해서..,0
464,굳,1
465,굿~~~,1
466,보통 영화랑 비교하지 마시길...,0
467,한심한 영화..,0
468,2시간 반동안에도 지루할 틈 없는 탄탄한 스릴러,1
469,"삘한번 제대로받은 에로물.내용적으론,재떨이부인의사랑에서,한치도 나아진것이 없다.",0
470,영화를 처음 접했을때엔 한국영화도 이젠 잘 만드는구나라고 생각했다. 그리고 평달기 3일전 영웅본색을 봤다ㅋ..ㅋㅋㅋㅋ,0
